Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000548
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:40:37;06:38:11;20.07.2019;Y;09;43 40.31041 N;005 39.50579 E;24.921;46.1;69.61;7045.2;20.750;-9.750;4.738;430.429;8.4;66679
$;00:40:39;06:38:13;20.07.2019;Y;09;43 40.31603 N;005 39.52308 E;24.630;45.6;63.77;7054.0;20.625;-9.750;4.868;430.19;8.4;66679
$;00:40:41;06:38:15;20.07.2019;Y;09;43 40.32217 N;005 39.53932 E;23.965;44.3;63.23;7061.5;20.750;-9.625;4.829;429.480;8.4;66679
$;00:40:43;06:38:17;20.07.2019;Y;09;43 40.32818 N;005 39.55594 E;24.121;44.6;63.73;7068.0;20.625;-10.0;34.309;429.0;8.4;66679
$;00:40:45;06:38:19;20.07.2019;Y;09;43 40.33395 N;005 39.57187 E;21.961;40.6;62.45;7074.4;20.750;-9.750;5.119;428.890;8.4;66679
$;00:40:47;06:38:21;20.07.2019;Y;09;43 40.33883 N;005 39.58421 E;14.973;27.7;62.24;7081.2;20.625;-10.125;5.165;428.170;8.4;66679
$;00:40:49;06:38:23;20.07.2019;Y;09;43 40.34157 N;005 39.59557 E;17.241;31.9;77.87;7089.6;20.625;-10.0;4.692;427.929;8.4;66679
$;00:40:51;06:38:25;20.07.2019;Y;09;43 40.34416 N;005 39.61186 E;25.005;46.3;77.57;7099.4;20.750;-10.0;12.833;427.89;8.4;66679
$;00:40:53;06:38:27;20.07.2019;Y;09;43 40.34757 N;005 39.63079 E;24.272;44.9;74.48;7109.2;20.625;-10.0;33.28;426.859;8.3;66679
$;00:40:55;06:38:29;20.07.2019;Y;09;43 40.35071 N;005 39.64807 E;22.778;42.1;75.72;7117.8;20.625;-10.125;5.51;426.320;8.4;66679
$;00:40:57;06:38:31;20.07.2019;Y;09;43 40.35457 N;005 39.66540 E;24.850;46.0;69.99;7125.5;20.500;-10.0;4.890;426.59;8.4;66679
$;00:40:59;06:38:33;20.07.2019;Y;09;43 40.35948 N;005 39.68317 E;24.437;45.2;71.28;7133.1;20.500;-9.875;4.753;425.459;8.4;66679
$;00:41:01;06:38:35;20.07.2019;Y;09;43 40.36243 N;005 39.69926 E;19.032;35.2;81.40;7140.0;20.500;-10.250;46.455;425.109;8.4;66679
$;00:41:03;06:38:37;20.07.2019;Y;09;43 40.36407 N;005 39.71237 E;17.305;32.0;74.22;7148.7;20.500;-10.125;4.494;424.769;8.4;66679
$;00:41:05;06:38:39;20.07.2019;Y;09;43 40.36834 N;005 39.72681 E;23.863;44.1;65.19;7158.0;20.500;-10.250;4.662;424.279;8.4;66679
$;00:41:07;06:38:41;20.07.2019;Y;09;43 40.37452 N;005 39.74590 E;28.680;53.1;67.77;7167.0;20.500;-10.375;23.354;423.410;8.4;66679
$;00:41:09;06:38:43;20.07.2019;Y;09;43 40.37945 N;005 39.76661 E;27.727;51.3;73.33;7176.5;20.500;-10.375;4.486;423.160;8.3;66679
$;00:41:11;06:38:45;20.07.2019;Y;09;43 40.38352 N;005 39.78604 E;25.938;48.0;72.61;7184.0;20.500;-10.250;4.181;422.880;8.3;66679
$;00:41:13;06:38:47;20.07.2019;Y;09;43 40.38808 N;005 39.80493 E;26.452;48.9;71.74;7190.5;20.375;-10.500;24.513;422.329;8.4;66679
$;00:41:15;06:38:49;20.07.2019;Y;09;43 40.39106 N;005 39.82398 E;25.099;46.4;82.03;7197.8;20.375;-10.250;4.120;422.29;8.4;66679
$;00:41:17;06:38:51;20.07.2019;Y;09;43 40.39236 N;005 39.84115 E;20.860;38.6;85.72;7205.2;20.375;-10.625;45.372;421.429;8.3;66679
$;00:41:19;06:38:53;20.07.2019;Y;09;43 40.39366 N;005 39.85589 E;18.469;34.2;78.79;7211.3;20.250;-10.500;3.632;421.350;8.3;66679
$;00:41:21;06:38:55;20.07.2019;Y;09;43 40.39639 N;005 39.86913 E;18.351;33.9;72.02;7216.4;20.250;-10.750;24.941;420.600;8.3;66679
$;00:41:23;06:38:57;20.07.2019;Y;09;43 40.39930 N;005 39.88369 E;20.609;38.1;75.85;7222.2;20.250;-10.625;3.365;420.700;8.3;66679
$;00:41:25;06:38:59;20.07.2019;Y;09;43 40.40231 N;005 39.89955 E;22.328;41.3;73.64;7229.0;20.250;-10.875;11.581;420.350;8.3;66679
$;00:41:27;06:39:01;20.07.2019;Y;09;43 40.40671 N;005 39.91670 E;24.847;46.0;68.32;7235.4;20.250;-10.500;3.326;419.369;8.3;66679
$;00:41:29;06:39:03;20.07.2019;Y;09;43 40.41182 N;005 39.93457 E;25.165;46.6;70.51;7241.2;20.250;-10.750;2.769;419.549;8.3;66679
$;00:41:31;06:39:05;20.07.2019;Y;09;43 40.41551 N;005 39.95189 E;21.885;40.5;77.65;7246.9;20.250;-11.0;2.930;419.179;8.3;66679
$;00:41:33;06:39:07;20.07.2019;Y;09;43 40.41722 N;005 39.96632 E;17.236;31.9;83.49;7252.2;20.250;-11.125;30.136;418.700;8.3;66679
$;00:41:35;06:39:09;20.07.2019;Y;09;43 40.41904 N;005 39.98026 E;20.390;37.7;77.03;7258.2;20.125;-10.875;2.464;418.570;8.3;66679
$;00:41:37;06:39:11;20.07.2019;Y;09;43 40.42199 N;005 39.99768 E;25.343;46.9;77.87;7264.6;20.125;-11.125;30.129;418.59;8.3;66679
$;00:41:39;06:39:13;20.07.2019;Y;09;43 40.42437 N;005 40.01737 E;25.866;47.9;83.40;7270.9;20.125;-10.625;2.716;417.820;8.3;66679
$;00:41:41;06:39:15;20.07.2019;Y;09;43 40.42621 N;005 40.03530 E;22.249;41.2;78.98;7277.2;20.0;-11.0;19.394;417.510;8.3;66679
$;00:41:43;06:39:17;20.07.2019;Y;09;43 40.42844 N;005 40.04837 E;20.847;38.6;66.30;7282.8;20.125;-10.875;2.396;417.260;8.3;66679
$;00:41:45;06:39:19;20.07.2019;Y;09;43 40.43444 N;005 40.06464 E;24.522;45.4;63.81;7289.0;20.0;-11.250;2.495;416.829;8.3;66679
$;00:41:47;06:39:21;20.07.2019;Y;09;43 40.43867 N;005 40.08201 E;24.157;44.7;79.68;7295.0;20.125;-10.750;2.190;416.589;8.3;66679
$;00:41:49;06:39:23;20.07.2019;Y;09;43 40.44038 N;005 40.09783 E;17.953;33.2;88.62;7301.5;20.0;-11.125;2.388;416.309;8.3;66679
$;00:41:51;06:39:25;20.07.2019;Y;09;43 40.44110 N;005 40.11262 E;20.689;38.3;79.56;7308.9;20.0;-11.250;2.174;415.890;8.3;66679
$;00:41:53;06:39:27;20.07.2019;Y;09;43 40.44343 N;005 40.13053 E;25.482;47.1;79.56;7314.2;20.0;-11.375;2.342;415.649;8.3;66679
$;00:41:55;06:39:29;20.07.2019;Y;08;43 40.44520 N;005 40.15017 E;25.307;46.8;86.77;7320.1;20.125;-11.500;2.342;415.230;8.3;66679
$;00:41:57;06:39:31;20.07.2019;Y;09;43 40.44615 N;005 40.16744 E;22.037;40.8;80.02;7326.2;20.0;-11.500;23.430;414.600;8.3;66679
$;00:41:59;06:39:33;20.07.2019;Y;09;43 40.45015 N;005 40.18403 E;24.107;44.6;66.03;7331.8;19.875;-11.0;2.419;414.470;8.3;66679
$;00:42:01;06:39:35;20.07.2019;Y;09;43 40.45515 N;005 40.20139 E;23.991;44.4;73.61;7338.1;19.875;-11.250;2.754;414.220;8.3;66679
$;00:42:03;06:39:37;20.07.2019;Y;09;43 40.45658 N;005 40.21769 E;19.652;36.3;90.48;7344.2;19.875;-11.500;17.990;413.440;8.3;66679
$;00:42:05;06:39:39;20.07.2019;Y;09;43 40.45735 N;005 40.23212 E;19.684;36.4;79.24;7350.7;19.875;-11.0;6.119;413.149;8.3;66679
$;00:42:07;06:39:41;20.07.2019;Y;09;43 40.46165 N;005 40.24910 E;26.649;49.3;66.24;7357.2;19.750;-11.125;2.930;413.40;8.3;66679
$;00:42:09;06:39:43;20.07.2019;Y;09;43 40.46689 N;005 40.26742 E;24.129;44.6;70.14;7364.0;19.875;-11.375;3.227;412.670;8.3;66679
$;00:42:11;06:39:45;20.07.2019;Y;09;43 40.46980 N;005 40.28199 E;16.561;30.6;80.54;7370.1;19.875;-11.375;2.846;412.380;8.3;66679
$;00:42:13;06:39:47;20.07.2019;Y;09;43 40.47173 N;005 40.29504 E;19.861;36.7;77.05;7376.5;19.750;-11.750;2.930;412.49;8.3;66679
$;00:42:15;06:39:49;20.07.2019;Y;09;43 40.47569 N;005 40.31311 E;27.964;51.7;71.16;7383.4;19.750;-12.0;2.968;411.630;8.3;66679
$;00:42:17;06:39:51;20.07.2019;Y;09;43 40.48028 N;005 40.33241 E;24.121;44.6;73.28;7391.2;19.750;-12.125;3.6;411.140;8.3;66679
$;00:42:19;06:39:53;20.07.2019;Y;09;43 40.48286 N;005 40.34619 E;14.846;27.4;78.86;7397.6;19.750;-11.750;20.981;410.559;8.3;66679
$;00:42:21;06:39:55;20.07.2019;Y;09;43 40.48457 N;005 40.35772 E;17.830;33.0;79.29;7404.9;19.750;-11.625;6.844;410.420;8.3;66679
$;00:42:23;06:39:57;20.07.2019;Y;09;43 40.48701 N;005 40.37526 E;27.663;51.2;79.58;7412.0;19.750;-11.875;3.365;410.130;8.3;66679
$;00:42:25;06:39:59;20.07.2019;Y;09;43 40.49034 N;005 40.39522 E;24.426;45.2;74.38;7419.6;19.750;-12.125;30.792;409.709;8.3;66679
$;00:42:27;06:40:01;20.07.2019;Y;09;43 40.49421 N;005 40.40917 E;16.247;30.0;64.53;7426.5;19.750;-11.250;22.850;408.980;8.3;66679
$;00:42:29;06:40:03;20.07.2019;Y;09;43 40.49728 N;005 40.42160 E;19.571;36.2;79.10;7434.2;19.625;-11.125;3.754;408.739;8.3;66679
$;00:42:31;06:40:05;20.07.2019;Y;09;43 40.49829 N;005 40.44003 E;27.215;50.4;86.82;7442.5;19.625;-11.500;3.14;408.250;8.3;66679
$;00:42:33;06:40:07;20.07.2019;Y;09;43 40.50092 N;005 40.45978 E;24.641;45.6;72.79;7453.3;19.625;-11.875;3.342;407.679;8.3;66679
$;00:42:35;06:40:09;20.07.2019;Y;09;43 40.50580 N;005 40.47507 E;20.180;37.3;61.00;7464.4;19.625;-12.125;23.384;406.649;8.3;66679
$;00:42:37;06:40:11;20.07.2019;Y;09;43 40.51119 N;005 40.49012 E;23.065;42.7;65.93;7476.8;19.625;-11.625;3.204;406.339;8.3;66679
$;00:42:39;06:40:13;20.07.2019;Y;09;43 40.51590 N;005 40.50672 E;22.018;40.7;70.29;7488.5;19.625;-12.125;15.22;405.519;8.3;66679
$;00:42:41;06:40:15;20.07.2019;Y;09;43 40.51879 N;005 40.52095 E;16.170;29.9;78.07;7500.7;19.500;-12.0;5.585;404.790;8.3;66679
$;00:42:43;06:40:17;20.07.2019;Y;09;43 40.51892 N;005 40.53295 E;15.635;28.9;94.29;7512.0;19.500;-12.125;24.796;404.79;8.3;66679
$;00:42:45;06:40:19;20.07.2019;Y;09;43 40.51745 N;005 40.54756 E;22.304;41.3;96.08;7520.9;19.500;-12.375;3.365;404.320;8.3;66679
$;00:42:47;06:40:21;20.07.2019;Y;09;43 40.51681 N;005 40.56733 E;28.064;51.9;88.75;7530.5;19.625;-12.0;2.922;403.529;8.3;66679
$;00:42:49;06:40:23;20.07.2019;Y;09;43 40.51907 N;005 40.58710 E;24.624;45.6;74.25;7541.0;19.500;-12.125;3.52;402.989;8.3;66679
$;00:42:51;06:40:25;20.07.2019;Y;09;43 40.52345 N;005 40.60271 E;19.591;36.2;67.52;7551.8;19.500;-12.250;2.701;402.549;8.3;66679
$;00:42:53;06:40:27;20.07.2019;Y;09;43 40.52728 N;005 40.61605 E;17.443;32.3;72.27;7560.9;19.500;-12.375;2.502;401.609;8.3;66679
$;00:42:55;06:40:29;20.07.2019;Y;08;43 40.52908 N;005 40.62900 E;17.211;31.8;81.80;7569.9;19.500;-12.500;12.512;401.450;8.3;66679
$;00:42:57;06:40:31;20.07.2019;Y;09;43 40.53141 N;005 40.64300 E;21.269;39.3;71.43;7578.5;19.375;-12.500;2.281;401.190;8.3;66679
$;00:42:59;06:40:33;20.07.2019;Y;09;43 40.53620 N;005 40.66040 E;26.378;48.8;68.88;7586.5;19.375;-12.500;2.319;400.579;8.3;66679
$;00:43:01;06:40:35;20.07.2019;Y;09;43 40.53941 N;005 40.67973 E;24.515;45.4;84.21;7595.3;19.375;-12.750;13.863;399.790;8.3;66679
$;00:43:03;06:40:37;20.07.2019;Y;09;43 40.53862 N;005 40.69792 E;22.438;41.5;99.07;7606.1;19.250;-12.875;29.541;399.359;8.3;66679
$;00:43:05;06:40:39;20.07.2019;Y;09;43 40.53649 N;005 40.71439 E;21.646;40.0;98.11;7614.7;19.375;-13.0;2.640;399.209;8.3;66679
$;00:43:07;06:40:41;20.07.2019;Y;09;43 40.53534 N;005 40.73023 E;20.427;37.8;93.82;7622.6;19.250;-13.0;2.487;398.730;8.3;66679
$;00:43:09;06:40:43;20.07.2019;Y;09;43 40.53502 N;005 40.74548 E;20.113;37.2;93.45;7629.3;19.250;-13.125;2.289;398.359;8.3;66679
$;00:43:11;06:40:45;20.07.2019;Y;09;43 40.53435 N;005 40.76339 E;25.782;47.7;92.14;7634.9;19.250;-13.250;2.281;398.170;8.3;66679
$;00:43:13;06:40:47;20.07.2019;Y;09;43 40.53484 N;005 40.78432 E;27.560;51.0;85.08;7641.6;19.125;-13.125;42.511;397.619;8.3;66679
$;00:43:15;06:40:49;20.07.2019;Y;09;43 40.53714 N;005 40.80290 E;22.108;40.9;73.81;7647.1;19.250;-12.375;43.83;397.179;8.3;66679
$;00:43:17;06:40:51;20.07.2019;Y;09;43 40.54081 N;005 40.81786 E;20.583;38.1;71.48;7653.9;19.250;-12.375;2.45;397.119;8.3;66679
$;00:43:19;06:40:53;20.07.2019;Y;09;43 40.54348 N;005 40.83488 E;25.003;46.3;80.86;7660.3;19.250;-12.750;1.999;396.709;8.3;66679
$;00:43:21;06:40:55;20.07.2019;Y;09;43 40.54555 N;005 40.85551 E;28.979;53.6;84.23;7664.5;19.0;-13.125;2.144;396.529;8.3;66679
$;00:43:23;06:40:57;20.07.2019;Y;09;43 40.54733 N;005 40.87635 E;25.415;47.0;82.46;7671.2;19.125;-13.250;2.136;396.299;8.3;66679
$;00:43:25;06:40:59;20.07.2019;Y;09;43 40.54858 N;005 40.89391 E;21.765;40.3;87.05;7677.8;19.125;-13.500;1.793;395.820;8.3;66679
$;00:43:27;06:41:01;20.07.2019;Y;09;43 40.54789 N;005 40.91134 E;24.404;45.1;97.24;7682.7;19.125;-13.500;2.609;395.100;8.3;66679
$;00:43:29;06:41:03;20.07.2019;Y;09;43 40.54651 N;005 40.93102 E;25.351;46.9;93.32;7690.1;18.875;-13.500;1.717;395.170;8.3;66679
$;00:43:31;06:41:05;20.07.2019;Y;09;43 40.54643 N;005 40.94890 E;21.617;40.0;87.02;7695.9;19.125;-13.250;1.678;394.850;8.3;66679
$;00:43:33;06:41:07;20.07.2019;Y;09;43 40.54768 N;005 40.96376 E;18.760;34.7;82.78;7700.8;19.0;-13.500;1.633;394.619;8.3;66679
$;00:43:35;06:41:09;20.07.2019;Y;09;43 40.54860 N;005 40.97935 E;22.252;41.2;87.58;7708.5;18.875;-13.750;1.488;394.309;8.3;66679
$;00:43:37;06:41:11;20.07.2019;Y;09;43 40.54914 N;005 40.99846 E;27.076;50.1;86.16;7715.2;18.875;-13.875;1.495;393.970;8.3;66679
$;00:43:39;06:41:13;20.07.2019;Y;09;43 40.55158 N;005 41.01924 E;27.330;50.6;76.20;7720.8;19.0;-14.0;1.579;393.609;8.3;66679
$;00:43:41;06:41:15;20.07.2019;Y;09;43 40.55507 N;005 41.03836 E;24.268;44.9;78.21;7727.3;18.875;-14.125;1.915;393.369;8.3;66679
$;00:43:43;06:41:17;20.07.2019;Y;09;43 40.55544 N;005 41.05653 E;23.770;44.0;97.32;7733.9;19.0;-13.875;1.648;392.940;8.3;66679
$;00:43:45;06:41:19;20.07.2019;Y;09;43 40.55359 N;005 41.07523 E;24.640;45.6;95.25;7741.1;18.875;-14.125;1.457;392.459;8.3;66679
$;00:43:47;06:41:21;20.07.2019;Y;09;43 40.55478 N;005 41.09471 E;26.684;49.4;77.42;7748.6;18.875;-14.125;1.862;392.170;8.3;66679
$;00:43:49;06:41:23;20.07.2019;Y;09;43 40.55869 N;005 41.11558 E;29.083;53.8;78.09;7755.7;18.875;-14.375;1.953;391.859;8.3;66679
$;00:43:51;06:41:25;20.07.2019;Y;09;43 40.55968 N;005 41.13708 E;27.150;50.2;94.12;7763.4;18.750;-14.375;1.747;391.320;8.3;66679
$;00:43:53;06:41:27;20.07.2019;Y;09;43 40.55741 N;005 41.15644 E;24.395;45.1;101.41;7769.0;18.750;-14.375;12.131;390.779;8.3;66679
$;00:43:55;06:41:29;20.07.2019;Y;09;43 40.55547 N;005 41.17385 E;22.338;41.3;94.38;7774.6;18.875;-14.0;2.525;390.799;8.3;66679
$;00:43:57;06:41:31;20.07.2019;Y;09;43 40.55561 N;005 41.19092 E;22.643;41.9;85.74;7780.3;18.625;-14.125;11.78;390.190;8.3;66679
$;00:43:59;06:41:33;20.07.2019;Y;09;43 40.55715 N;005 41.20779 E;21.934;40.6;80.99;7785.7;18.625;-13.500;28.618;389.950;8.3;66679
$;00:44:01;06:41:35;20.07.2019;Y;09;43 40.55958 N;005 41.22444 E;23.142;42.8;76.91;7790.9;18.625;-13.125;2.434;389.790;8.3;66679
$;00:44:03;06:41:37;20.07.2019;Y;09;43 40.56223 N;005 41.24343 E;27.092;50.1;81.45;7796.2;18.500;-13.500;2.563;389.739;8.3;66679
$;00:44:05;06:41:39;20.07.2019;Y;09;43 40.56338 N;005 41.26492 E;28.500;52.7;89.30;7802.0;18.500;-13.750;2.495;389.339;8.3;66679
$;00:44:07;06:41:41;20.07.2019;Y;09;43 40.56362 N;005 41.28633 E;27.638;51.1;88.89;7807.4;18.750;-14.125;2.609;388.899;8.3;66679
$;00:44:09;06:41:43;20.07.2019;Y;09;43 40.56460 N;005 41.30663 E;26.194;48.5;83.53;7813.3;18.625;-14.0;2.815;388.820;8.3;66679
$;00:44:11;06:41:45;20.07.2019;Y;09;43 40.56587 N;005 41.32593 E;24.731;45.8;87.64;7818.8;18.625;-14.0;2.655;388.579;8.3;66679
$;00:44:13;06:41:47;20.07.2019;Y;09;43 40.56525 N;005 41.34411 E;23.225;43.0;96.27;7823.8;18.625;-14.250;6.477;387.829;8.3;66679
$;00:44:15;06:41:49;20.07.2019;Y;09;43 40.56470 N;005 41.36185 E;23.299;43.1;87.77;7830.1;18.500;-14.250;2.541;387.829;8.3;66679
$;00:44:17;06:41:51;20.07.2019;Y;09;43 40.56671 N;005 41.38024 E;25.804;47.7;78.89;7836.5;18.500;-14.125;8.476;387.59;8.3;66679
$;00:44:19;06:41:53;20.07.2019;Y;09;43 40.56948 N;005 41.40094 E;28.740;53.2;80.52;7842.5;18.375;-14.125;2.876;387.239;8.3;66679
$;00:44:21;06:41:55;20.07.2019;Y;09;43 40.57094 N;005 41.42243 E;28.047;51.9;88.08;7849.0;18.375;-14.125;44.37;386.640;8.3;66679
$;00:44:23;06:41:57;20.07.2019;Y;09;43 40.57167 N;005 41.44236 E;24.577;45.5;84.77;7855.1;18.375;-14.125;3.105;386.529;8.3;66679
$;00:44:25;06:41:59;20.07.2019;Y;09;43 40.57368 N;005 41.45928 E;21.752;40.2;78.02;7861.5;18.375;-13.125;12.512;385.910;8.3;66679
$;00:44:27;06:42:01;20.07.2019;Y;09;43 40.57615 N;005 41.47690 E;25.113;46.5;80.38;7868.0;18.500;-14.125;2.808;385.859;8.3;66679
$;00:44:29;06:42:03;20.07.2019;Y;08;43 40.57717 N;005 41.49820 E;30.248;56.0;88.95;7873.7;18.375;-14.125;21.866;385.320;8.3;66679
$;00:44:31;06:42:05;20.07.2019;Y;09;43 40.57792 N;005 41.52153 E;29.426;54.4;85.19;7881.2;18.375;-13.750;4.303;384.920;8.3;66679
$;00:44:33;06:42:07;20.07.2019;Y;09;43 40.58096 N;005 41.54205 E;26.526;49.1;72.72;7888.2;18.250;-13.875;2.762;384.779;8.3;66679
$;00:44:35;06:42:09;20.07.2019;Y;09;43 40.58587 N;005 41.56207 E;28.916;53.5;72.37;7893.4;18.250;-14.250;2.922;384.540;8.3;66679
$;00:44:37;06:42:11;20.07.2019;Y;09;43 40.58936 N;005 41.58467 E;30.920;57.2;83.29;7899.3;18.375;-14.250;3.181;384.209;8.3;66679
$;00:44:39;06:42:13;20.07.2019;Y;09;43 40.58999 N;005 41.60706 E;27.015;50.0;91.25;7905.3;18.250;-14.500;3.227;383.950;8.3;66679
$;00:44:41;06:42:15;20.07.2019;Y;09;43 40.58979 N;005 41.62566 E;23.013;42.6;89.58;7910.9;18.250;-14.125;24.689;383.399;8.3;66679
$;00:44:43;06:42:17;20.07.2019;Y;09;43 40.59038 N;005 41.64428 E;25.889;47.9;86.43;7917.1;18.125;-13.625;30.258;382.959;8.3;66679
$;00:44:45;06:42:19;20.07.2019;Y;09;43 40.59103 N;005 41.66522 E;27.757;51.4;87.29;7921.2;18.125;-13.375;3.609;382.920;8.3;66679
$;00:44:47;06:42:21;20.07.2019;Y;09;43 40.59210 N;005 41.68476 E;23.940;44.3;84.36;7926.9;18.250;-13.750;3.815;382.709;8.3;66679
$;00:44:49;06:42:23;20.07.2019;Y;09;43 40.59407 N;005 41.70283 E;24.727;45.7;79.71;7933.4;18.125;-14.125;3.517;382.320;8.3;66679
$;00:44:51;06:42:25;20.07.2019;Y;09;43 40.59743 N;005 41.72383 E;30.839;57.1;76.99;7939.3;18.125;-14.125;4.379;382.89;8.3;66679
$;00:44:53;06:42:27;20.07.2019;Y;09;43 40.60162 N;005 41.74715 E;30.336;56.1;76.75;7945.8;18.125;-14.0;11.208;381.559;8.3;66679
$;00:44:55;06:42:29;20.07.2019;Y;09;43 40.60400 N;005 41.76714 E;23.482;43.4;86.38;7952.5;18.0;-13.625;30.502;381.190;8.3;66679
$;00:44:57;06:42:31;20.07.2019;Y;09;43 40.60359 N;005 41.78473 E;23.481;43.4;93.67;7958.3;18.0;-13.375;4.227;381.70;8.3;66679
$;00:44:59;06:42:33;20.07.2019;Y;09;43 40.60347 N;005 41.80401 E;26.808;49.6;87.44;7964.3;18.0;-13.750;4.250;380.829;8.3;66679
$;00:45:01;06:42:35;20.07.2019;Y;09;43 40.60461 N;005 41.82458 E;26.512;49.1;84.58;7968.7;17.875;-14.125;4.280;380.679;8.3;66679
$;00:45:03;06:42:37;20.07.2019;Y;09;43 40.60589 N;005 41.84327 E;23.039;42.6;84.17;7973.4;18.125;-14.125;4.372;380.309;8.3;66679
$;00:45:05;06:42:39;20.07.2019;Y;09;43 40.60786 N;005 41.86083 E;24.313;45.0;78.21;7979.1;18.125;-14.250;23.308;379.640;8.3;66679
$;00:45:07;06:42:41;20.07.2019;Y;09;43 40.61181 N;005 41.88097 E;29.462;54.5;72.87;7984.8;18.125;-13.750;31.837;379.399;8.3;66679
$;00:45:09;06:42:43;20.07.2019;Y;09;43 40.61650 N;005 41.90313 E;29.728;55.0;75.57;7991.3;18.125;-13.250;15.419;379.29;8.3;66679
$;00:45:11;06:42:45;20.07.2019;Y;09;43 40.61870 N;005 41.92395 E;25.815;47.8;88.68;7997.6;18.0;-13.125;28.53;378.649;8.3;66679
$;00:45:13;06:42:47;20.07.2019;Y;09;43 40.61784 N;005 41.94313 E;24.968;46.2;94.58;8003.3;18.0;-13.250;5.5;378.779;8.3;66679
$;00:45:15;06:42:49;20.07.2019;Y;09;43 40.61891 N;005 41.96244 E;26.196;48.5;77.23;8009.4;18.0;-13.500;4.585;378.420;8.3;66679
$;00:45:17;06:42:51;20.07.2019;Y;09;43 40.62391 N;005 41.98234 E;28.172;52.1;68.39;8015.4;18.0;-13.625;17.944;377.739;8.3;66679
$;00:45:19;06:42:53;20.07.2019;Y;09;43 40.62793 N;005 42.00229 E;26.051;48.2;82.28;8022.8;17.875;-13.250;23.293;377.450;8.3;66679
$;00:45:21;06:42:55;20.07.2019;Y;09;43 40.62740 N;005 42.02240 E;27.475;50.8;97.42;8029.2;17.875;-13.0;5.249;377.309;8.3;66679
$;00:45:23;06:42:57;20.07.2019;Y;09;43 40.62709 N;005 42.04254 E;25.814;47.8;84.51;8035.3;17.875;-13.500;4.753;377.100;8.2;66679
$;00:45:25;06:42:59;20.07.2019;Y;09;43 40.63090 N;005 42.06083 E;24.422;45.2;68.57;8040.2;17.875;-13.625;34.355;376.450;8.2;66679
$;00:45:27;06:43:01;20.07.2019;Y;09;43 40.63526 N;005 42.07879 E;25.807;47.7;76.66;8046.3;17.875;-13.0;5.264;376.519;8.3;66679
$;00:45:29;06:43:03;20.07.2019;Y;09;43 40.63667 N;005 42.10039 E;30.637;56.7;87.93;8052.2;17.875;-13.500;4.684;376.279;8.3;66679
$;00:45:31;06:43:05;20.07.2019;Y;09;43 40.63856 N;005 42.12400 E;30.740;56.9;79.37;8057.5;17.875;-13.875;5.35;375.869;8.3;66679
$;00:45:33;06:43:07;20.07.2019;Y;09;43 40.64308 N;005 42.14451 E;26.100;48.3;70.28;8063.1;17.750;-14.0;4.723;375.679;8.3;66679
$;00:45:35;06:43:09;20.07.2019;Y;09;43 40.64601 N;005 42.16316 E;25.341;46.9;87.42;8069.1;17.750;-14.0;4.570;375.299;8.3;66679
$;00:45:37;06:43:11;20.07.2019;Y;09;43 40.64541 N;005 42.18410 E;28.612;52.9;92.95;8075.1;17.750;-14.0;4.692;375.89;8.3;66679
$;00:45:39;06:43:13;20.07.2019;Y;09;43 40.64693 N;005 42.20547 E;27.864;51.6;76.15;8080.7;17.750;-14.125;4.379;374.779;8.3;66679
$;00:45:41;06:43:15;20.07.2019;Y;09;43 40.65206 N;005 42.22466 E;25.826;47.8;68.40;8086.9;17.625;-14.375;17.883;374.190;8.3;66679
$;00:45:43;06:43:17;20.07.2019;Y;09;43 40.65461 N;005 42.24394 E;26.719;49.4;89.52;8093.8;17.625;-14.0;4.349;373.959;8.3;66679
$;00:45:45;06:43:19;20.07.2019;Y;09;43 40.65323 N;005 42.26543 E;28.543;52.8;96.34;8100.9;17.625;-14.250;4.700;373.839;8.3;66679
$;00:45:47;06:43:21;20.07.2019;Y;09;43 40.65382 N;005 42.28535 E;24.056;44.5;78.77;8107.8;17.500;-14.375;4.227;373.510;8.2;66679
$;00:45:49;06:43:23;20.07.2019;Y;09;43 40.65781 N;005 42.30230 E;23.850;44.1;72.89;8115.0;17.625;-14.375;3.960;373.29;8.3;66679
$;00:45:51;06:43:25;20.07.2019;Y;09;43 40.65960 N;005 42.32278 E;29.711;55.0;90.31;8122.5;17.500;-14.500;4.59;372.630;8.2;66679
$;00:45:53;06:43:27;20.07.2019;Y;09;43 40.65847 N;005 42.34653 E;30.633;56.7;93.59;8131.0;17.500;-14.750;3.738;372.89;8.2;66679
$;00:45:55;06:43:29;20.07.2019;Y;09;43 40.65951 N;005 42.36763 E;26.491;49.0;78.06;8141.6;17.500;-15.125;3.883;371.820;8.3;66679
$;00:45:57;06:43:31;20.07.2019;Y;09;43 40.66283 N;005 42.38786 E;28.063;51.9;79.03;8153.1;17.500;-15.250;17.654;370.799;8.2;66679
$;00:45:59;06:43:33;20.07.2019;Y;09;43 40.66317 N;005 42.41037 E;30.955;57.3;96.57;8164.7;17.500;-14.625;4.189;370.480;8.2;66679
